date,machine,shift,planned_hrs,actual_hrs,good_units,defect_units,target_units,downtime_min,energy_kwh
2025-11-04,CNC-18,morning,8,6.78,145,7,169,45,258.6
2025-11-04,CNC-18,afternoon,8,6.85,76,0,86,12,287.3
2025-11-04,CNC-18,night,8,7.36,96,2,105,41,137.1
2025-11-04,CNC-8,morning,8,6.55,89,1,91,30,279.3
2025-11-04,CNC-8,afternoon,8,6.77,137,7,145,36,181.4
2025-11-04,CNC-8,night,8,6.64,158,6,181,5,210.1
2025-11-04,CNC-7,morning,8,7.06,90,6,105,41,143.5
2025-11-04,CNC-7,afternoon,8,6.76,106,0,116,18,179.7
2025-11-04,CNC-7,night,8,7.69,144,10,169,33,117.4
2025-11-04,CNC-5,morning,8,7.3,112,6,123,21,142.8
2025-11-04,CNC-5,afternoon,8,7.5,147,11,152,4,193.4
2025-11-04,CNC-5,night,8,7.78,138,11,148,10,203.9
2025-11-04,CNC-9,morning,8,7.25,133,9,139,25,78.0
2025-11-04,CNC-9,afternoon,8,7.25,116,1,134,28,90.5
2025-11-04,CNC-9,night,8,6.72,92,4,101,7,131.2
2025-11-04,CNC-13,morning,8,7.08,153,0,178,19,267.2
2025-11-04,CNC-13,afternoon,8,6.72,128,6,150,3,285.4
2025-11-04,CNC-13,night,8,6.63,148,6,151,17,71.6
2025-11-04,CNC-2,morning,8,7.43,176,8,197,13,253.8
2025-11-04,CNC-2,afternoon,8,7.8,142,12,151,19,72.4
2025-11-04,CNC-2,night,8,7.48,96,1,98,18,161.8
2025-11-04,CNC-4,morning,8,7.04,106,6,123,40,125.2
2025-11-04,CNC-4,afternoon,8,6.73,160,8,174,0,241.2
2025-11-04,CNC-4,night,8,6.68,75,6,87,33,111.2
2025-11-04,CNC-6,morning,8,7.18,126,1,132,14,190.9
2025-11-04,CNC-6,afternoon,8,7.54,166,6,172,27,201.0
2025-11-04,CNC-6,night,8,7.77,109,3,124,36,146.7
2025-11-04,CNC-1,morning,8,6.74,93,1,103,36,65.1
2025-11-04,CNC-1,afternoon,8,7.3,103,8,105,1,57.0
2025-11-04,CNC-1,night,8,6.72,169,10,179,40,258.0
2025-11-04,CNC-14,morning,8,6.64,127,9,142,20,190.8
2025-11-04,CNC-14,afternoon,8,7.92,84,7,98,28,93.1
2025-11-04,CNC-14,night,8,6.88,173,9,189,1,122.7
2025-11-04,CNC-3,morning,8,6.87,147,6,161,15,101.5
2025-11-04,CNC-3,afternoon,8,7.71,107,1,126,14,55.2
2025-11-04,CNC-3,night,8,7.12,115,6,118,2,90.9
2025-11-05,CNC-17,morning,8,6.79,85,6,94,39,171.0
2025-11-05,CNC-17,afternoon,8,7.37,153,11,175,42,220.7
2025-11-05,CNC-17,night,8,7.68,87,0,95,41,193.5
2025-11-05,CNC-5,morning,8,6.99,166,0,176,34,112.2
2025-11-05,CNC-5,afternoon,8,6.96,139,8,141,21,286.4
2025-11-05,CNC-5,night,8,7.45,76,6,86,3,206.7
2025-11-05,CNC-15,morning,8,7.8,162,3,189,30,203.4
2025-11-05,CNC-15,afternoon,8,7.35,140,9,147,32,102.5
2025-11-05,CNC-15,night,8,7.58,162,0,185,27,111.7
2025-11-05,CNC-18,morning,8,6.53,174,12,191,18,244.6
2025-11-05,CNC-18,afternoon,8,7.59,170,1,184,12,68.0
2025-11-05,CNC-18,night,8,7.5,83,4,93,42,155.8
2025-11-05,CNC-9,morning,8,6.86,116,1,122,25,127.6
2025-11-05,CNC-9,afternoon,8,6.78,171,13,196,9,218.8
2025-11-05,CNC-9,night,8,7.64,134,3,148,5,273.5
2025-11-05,CNC-19,morning,8,6.93,145,0,153,37,251.8
2025-11-05,CNC-19,afternoon,8,7.41,159,5,174,39,78.4
2025-11-05,CNC-19,night,8,7.98,154,0,178,35,157.6
2025-11-05,CNC-7,morning,8,7.55,88,7,102,43,127.3
2025-11-05,CNC-7,afternoon,8,7.11,151,1,162,42,145.3
2025-11-05,CNC-7,night,8,7.34,134,8,156,34,57.8
2025-11-05,CNC-10,morning,8,7.65,176,13,182,34,225.9
2025-11-05,CNC-10,afternoon,8,7.55,127,3,149,33,99.2
2025-11-05,CNC-10,night,8,7.38,154,9,157,45,86.6
2025-11-05,CNC-14,morning,8,7.75,93,3,102,3,206.2
2025-11-05,CNC-14,afternoon,8,7.95,151,8,178,43,182.4
2025-11-05,CNC-14,night,8,7.6,160,9,189,23,245.1
2025-11-05,CNC-3,morning,8,7.16,167,3,192,7,93.5
2025-11-05,CNC-3,afternoon,8,7.65,163,12,171,23,271.4
2025-11-05,CNC-3,night,8,7.68,111,6,121,10,84.6
2025-11-05,CNC-12,morning,8,6.57,99,9,114,32,98.4
2025-11-05,CNC-12,afternoon,8,7.64,76,2,87,41,100.1
2025-11-05,CNC-12,night,8,7.61,151,1,158,42,232.5
2025-11-05,CNC-13,morning,8,7.46,164,14,182,18,152.8
2025-11-05,CNC-13,afternoon,8,7.03,79,2,81,24,206.7
2025-11-05,CNC-13,night,8,7.6,153,8,156,0,184.3
2025-11-05,CNC-2,morning,8,7.0,87,4,98,42,146.0
2025-11-05,CNC-2,afternoon,8,7.74,86,7,91,40,52.1
2025-11-05,CNC-2,night,8,7.37,108,4,117,13,296.5
2025-11-05,CNC-4,morning,8,6.88,108,4,118,0,102.0
2025-11-05,CNC-4,afternoon,8,6.73,123,1,129,29,157.7
2025-11-05,CNC-4,night,8,7.18,187,0,192,45,205.8
2025-11-05,CNC-1,morning,8,7.54,140,10,161,7,144.3
2025-11-05,CNC-1,afternoon,8,6.71,179,8,198,12,224.2
2025-11-05,CNC-1,night,8,6.5,124,3,143,17,137.2
2025-11-05,CNC-16,morning,8,6.91,144,8,155,3,230.2
2025-11-05,CNC-16,afternoon,8,7.17,102,8,110,40,281.7
2025-11-05,CNC-16,night,8,7.95,188,11,194,34,137.0
2025-11-05,CNC-11,morning,8,7.69,98,0,116,6,285.1
2025-11-05,CNC-11,afternoon,8,7.17,80,4,93,28,215.4
2025-11-05,CNC-11,night,8,7.6,101,4,117,44,98.0
2025-11-05,CNC-6,morning,8,7.52,172,10,197,6,93.1
2025-11-05,CNC-6,afternoon,8,7.51,98,3,112,20,139.7
2025-11-05,CNC-6,night,8,7.54,171,3,176,11,56.8
2025-11-06,CNC-11,morning,8,7.79,121,8,138,41,164.6
2025-11-06,CNC-11,afternoon,8,6.97,182,7,196,1,261.1
2025-11-06,CNC-11,night,8,7.39,139,4,162,34,298.0
2025-11-06,CNC-20,morning,8,7.56,151,11,155,23,77.9
2025-11-06,CNC-20,afternoon,8,7.09,77,0,87,35,150.9
2025-11-06,CNC-20,night,8,7.69,126,7,149,33,198.7
2025-11-06,CNC-5,morning,8,7.44,133,1,140,29,182.2
2025-11-06,CNC-5,afternoon,8,7.32,79,7,90,38,98.7
2025-11-06,CNC-5,night,8,6.85,111,5,116,35,128.9
2025-11-06,CNC-4,morning,8,6.94,97,5,100,36,88.4
2025-11-06,CNC-4,afternoon,8,6.87,87,1,100,6,225.4
2025-11-06,CNC-4,night,8,6.72,105,7,108,32,100.2
2025-11-06,CNC-19,morning,8,7.65,181,3,194,39,142.3
2025-11-06,CNC-19,afternoon,8,7.84,93,2,107,26,82.9
2025-11-06,CNC-19,night,8,7.33,94,4,104,3,77.8
2025-11-06,CNC-17,morning,8,7.47,175,12,194,37,253.9
2025-11-06,CNC-17,afternoon,8,7.62,112,5,117,0,181.9
2025-11-06,CNC-17,night,8,7.0,90,2,97,19,278.0
2025-11-06,CNC-2,morning,8,7.7,126,4,133,24,85.8
2025-11-06,CNC-2,afternoon,8,7.25,96,9,113,18,145.5
2025-11-06,CNC-2,night,8,7.01,90,3,98,32,215.0
2025-11-06,CNC-6,morning,8,7.88,73,0,82,20,130.8
2025-11-06,CNC-6,afternoon,8,6.68,109,4,111,24,72.7
2025-11-06,CNC-6,night,8,7.37,109,10,126,14,281.1
2025-11-06,CNC-15,morning,8,7.2,135,1,141,12,176.6
2025-11-06,CNC-15,afternoon,8,6.93,168,1,173,43,187.9
2025-11-06,CNC-15,night,8,7.73,99,3,107,10,294.2
2025-11-06,CNC-3,morning,8,7.54,95,3,99,9,155.3
2025-11-06,CNC-3,afternoon,8,7.93,136,5,149,0,242.8
2025-11-06,CNC-3,night,8,7.92,109,7,118,27,135.6
2025-11-06,CNC-8,morning,8,7.9,133,10,146,43,154.7
2025-11-06,CNC-8,afternoon,8,6.51,97,0,110,43,290.6
2025-11-06,CNC-8,night,8,7.11,118,9,123,41,274.5
2025-11-06,CNC-13,morning,8,6.93,94,2,106,32,246.3
2025-11-06,CNC-13,afternoon,8,7.42,94,6,110,7,55.1
2025-11-06,CNC-13,night,8,7.79,89,6,98,35,203.7
2025-11-06,CNC-16,morning,8,7.62,136,5,142,42,227.2
2025-11-06,CNC-16,afternoon,8,6.64,181,5,192,5,283.1
2025-11-06,CNC-16,night,8,7.91,115,8,130,3,101.8
2025-11-06,CNC-14,morning,8,7.67,191,1,197,25,215.8
2025-11-06,CNC-14,afternoon,8,7.05,127,4,130,1,249.8
2025-11-06,CNC-14,night,8,6.66,125,0,130,35,86.4
2025-11-06,CNC-18,morning,8,7.22,159,7,181,7,71.9
2025-11-06,CNC-18,afternoon,8,7.12,164,3,186,4,113.2
2025-11-06,CNC-18,night,8,6.86,98,2,101,5,216.3
2025-11-06,CNC-9,morning,8,7.82,120,7,132,16,87.8
2025-11-06,CNC-9,afternoon,8,7.52,126,0,132,16,156.6
2025-11-06,CNC-9,night,8,6.71,165,6,182,28,287.6
2025-11-07,CNC-11,morning,8,7.26,125,6,129,40,54.3
2025-11-07,CNC-11,afternoon,8,7.71,82,0,95,28,129.4
2025-11-07,CNC-11,night,8,7.61,163,3,168,19,111.8
2025-11-07,CNC-3,morning,8,7.28,80,2,85,33,174.6
2025-11-07,CNC-3,afternoon,8,7.7,96,5,109,16,74.1
2025-11-07,CNC-3,night,8,6.75,157,4,175,45,214.5
2025-11-07,CNC-6,morning,8,6.94,123,2,129,25,244.8
2025-11-07,CNC-6,afternoon,8,7.16,171,3,175,15,275.9
2025-11-07,CNC-6,night,8,6.68,103,4,112,26,126.0
2025-11-07,CNC-12,morning,8,6.89,95,7,104,17,117.1
2025-11-07,CNC-12,afternoon,8,7.15,94,1,99,31,126.2
2025-11-07,CNC-12,night,8,7.89,88,0,98,0,271.6
2025-11-07,CNC-1,morning,8,6.91,142,2,166,35,140.7
2025-11-07,CNC-1,afternoon,8,7.04,94,2,101,16,52.6
2025-11-07,CNC-1,night,8,7.85,78,4,80,12,270.2
2025-11-07,CNC-8,morning,8,7.48,90,4,102,30,201.3
2025-11-07,CNC-8,afternoon,8,7.63,106,0,116,26,247.0
2025-11-07,CNC-8,night,8,7.11,150,4,162,14,201.3
2025-11-07,CNC-5,morning,8,6.94,151,13,165,27,264.5
2025-11-07,CNC-5,afternoon,8,7.0,86,1,96,45,64.5
2025-11-07,CNC-5,night,8,7.87,87,5,93,36,207.0
2025-11-07,CNC-13,morning,8,6.83,89,6,102,32,204.0
2025-11-07,CNC-13,afternoon,8,7.4,99,3,104,29,110.3
2025-11-07,CNC-13,night,8,7.37,77,2,81,3,99.9
2025-11-07,CNC-4,morning,8,7.36,126,7,138,17,268.9
2025-11-07,CNC-4,afternoon,8,7.93,118,0,137,41,130.3
2025-11-07,CNC-4,night,8,6.61,162,15,189,30,255.1
2025-11-07,CNC-9,morning,8,7.18,94,8,102,24,154.7
2025-11-07,CNC-9,afternoon,8,6.96,146,12,159,29,167.1
2025-11-07,CNC-9,night,8,7.16,121,3,142,13,255.0
2025-11-07,CNC-10,morning,8,6.93,132,5,135,37,258.9
2025-11-07,CNC-10,afternoon,8,7.4,79,1,89,25,161.5
2025-11-07,CNC-10,night,8,6.86,157,7,172,34,84.2
2025-11-07,CNC-16,morning,8,7.99,119,7,140,8,145.0
2025-11-07,CNC-16,afternoon,8,7.59,81,5,88,36,62.3
2025-11-07,CNC-16,night,8,7.76,131,4,133,4,248.8
2025-11-07,CNC-18,morning,8,6.61,170,10,179,42,293.2
2025-11-07,CNC-18,afternoon,8,7.6,169,0,177,32,232.0
2025-11-07,CNC-18,night,8,7.47,87,7,102,45,221.0
2025-11-07,CNC-14,morning,8,7.52,148,6,158,26,195.1
2025-11-07,CNC-14,afternoon,8,6.85,145,11,158,28,240.6
2025-11-07,CNC-14,night,8,7.04,191,12,198,11,210.2
2025-11-07,CNC-19,morning,8,6.66,110,8,113,12,186.9
2025-11-07,CNC-19,afternoon,8,7.14,85,2,92,45,177.5
2025-11-07,CNC-19,night,8,7.67,87,0,101,21,162.6
2025-11-07,CNC-20,morning,8,6.9,120,0,125,13,213.6
2025-11-07,CNC-20,afternoon,8,6.98,79,3,91,23,116.0
2025-11-07,CNC-20,night,8,6.88,168,9,180,6,278.8
2025-11-07,CNC-7,morning,8,7.05,92,6,104,20,141.7
2025-11-07,CNC-7,afternoon,8,7.77,86,5,98,38,194.1
2025-11-07,CNC-7,night,8,7.03,155,9,160,15,267.5
2025-11-07,CNC-15,morning,8,6.54,88,8,104,35,261.2
2025-11-07,CNC-15,afternoon,8,7.97,115,9,118,21,103.1
2025-11-07,CNC-15,night,8,7.23,77,0,90,6,58.2
2025-11-07,CNC-17,morning,8,7.06,148,4,160,3,180.0
2025-11-07,CNC-17,afternoon,8,7.28,89,6,98,9,135.3
2025-11-07,CNC-17,night,8,7.05,94,2,100,23,250.0
2025-11-07,CNC-2,morning,8,7.43,185,10,198,16,161.2
2025-11-07,CNC-2,afternoon,8,6.67,106,2,114,23,231.5
2025-11-07,CNC-2,night,8,7.12,165,10,174,39,199.0
2025-11-08,CNC-9,morning,8,7.1,85,4,89,4,151.1
2025-11-08,CNC-9,afternoon,8,7.62,150,0,155,7,93.4
2025-11-08,CNC-9,night,8,7.14,148,0,154,32,300.0
2025-11-08,CNC-17,morning,8,6.66,177,10,186,7,297.9
2025-11-08,CNC-17,afternoon,8,6.67,87,0,97,2,52.3
2025-11-08,CNC-17,night,8,7.83,97,8,100,22,66.8
2025-11-08,CNC-2,morning,8,6.7,122,7,143,27,252.5
2025-11-08,CNC-2,afternoon,8,7.8,177,2,183,30,127.9
2025-11-08,CNC-2,night,8,6.66,151,3,170,40,153.7
2025-11-08,CNC-11,morning,8,7.73,147,2,170,38,171.2
2025-11-08,CNC-11,afternoon,8,7.48,131,5,147,33,94.7
2025-11-08,CNC-11,night,8,6.8,132,12,154,31,117.8
2025-11-08,CNC-19,morning,8,7.01,184,6,196,10,297.8
2025-11-08,CNC-19,afternoon,8,7.45,118,7,123,44,297.4
2025-11-08,CNC-19,night,8,7.08,135,11,147,21,208.6
2025-11-08,CNC-20,morning,8,7.4,104,2,113,41,180.8
2025-11-08,CNC-20,afternoon,8,7.04,157,8,177,14,83.2
2025-11-08,CNC-20,night,8,7.04,174,1,188,38,219.7
2025-11-08,CNC-16,morning,8,6.6,158,12,161,0,254.4
2025-11-08,CNC-16,afternoon,8,7.95,96,1,103,41,199.7
2025-11-08,CNC-16,night,8,6.61,101,0,109,4,274.7
2025-11-08,CNC-8,morning,8,7.16,145,12,159,25,265.5
2025-11-08,CNC-8,afternoon,8,7.3,117,5,133,18,117.8
2025-11-08,CNC-8,night,8,7.93,113,4,128,34,100.4
2025-11-08,CNC-13,morning,8,7.84,169,12,196,45,146.5
2025-11-08,CNC-13,afternoon,8,7.39,181,9,187,19,67.2
2025-11-08,CNC-13,night,8,7.13,136,11,142,44,86.6
2025-11-08,CNC-10,morning,8,7.41,119,3,127,18,58.6
2025-11-08,CNC-10,afternoon,8,7.66,121,0,141,34,168.3
2025-11-08,CNC-10,night,8,7.12,100,1,114,31,170.2
2025-11-08,CNC-12,morning,8,7.18,119,1,124,22,150.0
2025-11-08,CNC-12,afternoon,8,7.54,135,2,150,32,59.9
2025-11-08,CNC-12,night,8,7.85,77,2,90,31,194.2
2025-11-08,CNC-14,morning,8,7.08,182,5,198,11,169.1
2025-11-08,CNC-14,afternoon,8,7.78,143,2,152,21,212.8
2025-11-08,CNC-14,night,8,7.76,123,4,143,13,100.8
2025-11-08,CNC-7,morning,8,7.17,132,4,142,44,103.1
2025-11-08,CNC-7,afternoon,8,6.72,172,1,199,24,76.1
2025-11-08,CNC-7,night,8,6.61,80,2,95,32,281.6
2025-11-08,CNC-3,morning,8,7.54,128,5,145,20,265.1
2025-11-08,CNC-3,afternoon,8,7.45,116,7,128,40,64.5
2025-11-08,CNC-3,night,8,6.96,177,6,185,23,276.8
2025-11-08,CNC-6,morning,8,7.33,97,7,105,6,118.5
2025-11-08,CNC-6,afternoon,8,7.68,127,11,143,44,256.6
2025-11-08,CNC-6,night,8,7.66,84,7,97,19,201.1
2025-11-08,CNC-5,morning,8,7.56,101,2,113,6,172.6
2025-11-08,CNC-5,afternoon,8,7.99,115,8,132,16,84.3
2025-11-08,CNC-5,night,8,7.72,76,0,85,44,78.9
2025-11-08,CNC-15,morning,8,6.79,111,1,128,0,122.9
2025-11-08,CNC-15,afternoon,8,7.06,127,4,136,31,257.8
2025-11-08,CNC-15,night,8,7.49,113,2,129,8,163.3
2025-11-08,CNC-18,morning,8,6.59,168,6,188,29,113.8
2025-11-08,CNC-18,afternoon,8,7.25,174,6,197,28,233.3
2025-11-08,CNC-18,night,8,7.75,94,1,99,9,242.0
2025-11-08,CNC-1,morning,8,6.52,162,9,178,45,211.5
2025-11-08,CNC-1,afternoon,8,6.74,88,8,104,30,218.8
2025-11-08,CNC-1,night,8,6.69,176,8,184,44,292.3
2025-11-08,CNC-4,morning,8,7.03,88,3,97,3,213.7
2025-11-08,CNC-4,afternoon,8,6.73,82,1,90,34,271.1
2025-11-08,CNC-4,night,8,7.59,163,1,191,31,142.2
2025-11-09,CNC-6,morning,8,7.65,75,0,84,20,94.1
2025-11-09,CNC-6,afternoon,8,6.65,105,5,123,34,278.1
2025-11-09,CNC-6,night,8,7.23,126,7,135,10,94.7
2025-11-09,CNC-10,morning,8,6.82,103,6,113,6,70.6
2025-11-09,CNC-10,afternoon,8,7.02,191,11,199,24,186.8
2025-11-09,CNC-10,night,8,6.72,94,8,109,44,55.6
2025-11-09,CNC-20,morning,8,6.78,156,6,170,22,143.8
2025-11-09,CNC-20,afternoon,8,7.87,134,5,139,15,221.5
2025-11-09,CNC-20,night,8,6.53,104,5,114,9,178.7
2025-11-09,CNC-15,morning,8,7.37,153,3,170,39,291.6
2025-11-09,CNC-15,afternoon,8,7.34,91,1,93,14,230.3
2025-11-09,CNC-15,night,8,7.33,170,7,189,8,191.0
2025-11-09,CNC-3,morning,8,6.74,168,4,196,36,298.5
2025-11-09,CNC-3,afternoon,8,7.53,105,2,113,30,133.0
2025-11-09,CNC-3,night,8,7.3,131,7,143,15,268.6
2025-11-09,CNC-13,morning,8,7.4,95,8,112,42,158.5
2025-11-09,CNC-13,afternoon,8,7.9,126,7,133,7,258.2
2025-11-09,CNC-13,night,8,6.51,138,10,146,25,58.3
2025-11-09,CNC-11,morning,8,7.52,131,7,139,35,183.9
2025-11-09,CNC-11,afternoon,8,7.82,163,9,191,14,184.2
2025-11-09,CNC-11,night,8,7.99,140,9,147,9,104.4
2025-11-09,CNC-5,morning,8,7.28,158,2,177,17,245.8
2025-11-09,CNC-5,afternoon,8,7.1,122,2,127,41,193.2
2025-11-09,CNC-5,night,8,7.58,71,6,82,19,291.4
2025-11-09,CNC-8,morning,8,7.17,79,2,83,44,166.0
2025-11-09,CNC-8,afternoon,8,7.26,75,1,84,24,159.7
2025-11-09,CNC-8,night,8,7.5,144,11,156,14,199.7
2025-11-09,CNC-19,morning,8,7.26,83,7,89,30,270.6
2025-11-09,CNC-19,afternoon,8,7.25,148,6,165,12,262.1
2025-11-09,CNC-19,night,8,6.5,109,1,112,7,94.4
2025-11-09,CNC-12,morning,8,7.47,132,1,142,28,245.9
2025-11-09,CNC-12,afternoon,8,7.85,128,7,140,45,293.4
2025-11-09,CNC-12,night,8,7.44,125,9,142,8,256.4
2025-11-09,CNC-16,morning,8,6.63,86,4,90,26,132.0
2025-11-09,CNC-16,afternoon,8,7.29,78,4,81,30,289.0
2025-11-09,CNC-16,night,8,6.91,149,6,151,35,271.9
2025-11-09,CNC-18,morning,8,7.55,174,14,194,13,196.8
2025-11-09,CNC-18,afternoon,8,7.04,162,10,173,37,222.1
2025-11-09,CNC-18,night,8,7.12,168,5,178,0,263.4
2025-11-09,CNC-9,morning,8,7.64,111,5,116,33,74.7
2025-11-09,CNC-9,afternoon,8,7.07,96,6,113,6,101.5
2025-11-09,CNC-9,night,8,6.99,122,5,129,21,160.1
2025-11-09,CNC-1,morning,8,6.6,144,13,163,35,251.1
2025-11-09,CNC-1,afternoon,8,6.53,184,0,196,9,159.8
2025-11-09,CNC-1,night,8,6.99,183,1,189,12,165.8
2025-11-09,CNC-7,morning,8,6.86,175,6,191,44,147.7
2025-11-09,CNC-7,afternoon,8,7.68,154,7,176,31,87.2
2025-11-09,CNC-7,night,8,7.02,152,5,155,0,296.4
2025-11-09,CNC-17,morning,8,7.79,164,10,191,20,50.5
2025-11-09,CNC-17,afternoon,8,7.25,128,3,144,13,153.8
2025-11-09,CNC-17,night,8,6.69,125,1,132,36,229.5
2025-11-09,CNC-2,morning,8,7.55,88,6,93,13,296.9
2025-11-09,CNC-2,afternoon,8,7.31,166,9,191,8,264.3
2025-11-09,CNC-2,night,8,7.94,140,12,151,8,55.3
2025-11-09,CNC-4,morning,8,6.59,141,1,153,30,173.1
2025-11-09,CNC-4,afternoon,8,7.79,164,3,175,38,271.3
2025-11-09,CNC-4,night,8,7.75,84,0,90,36,286.8
2025-11-09,CNC-14,morning,8,7.79,96,3,111,36,85.7
2025-11-09,CNC-14,afternoon,8,6.65,88,0,97,8,99.1
2025-11-09,CNC-14,night,8,6.51,169,0,186,40,237.0
2025-11-10,CNC-20,morning,8,7.64,75,2,83,22,264.4
2025-11-10,CNC-20,afternoon,8,7.42,92,5,96,44,204.1
2025-11-10,CNC-20,night,8,6.87,119,1,132,43,247.2
2025-11-10,CNC-1,morning,8,6.71,160,1,186,9,153.6
2025-11-10,CNC-1,afternoon,8,7.0,102,0,110,37,176.9
2025-11-10,CNC-1,night,8,6.8,90,3,103,41,178.1
2025-11-10,CNC-16,morning,8,7.06,81,2,91,38,55.4
2025-11-10,CNC-16,afternoon,8,7.31,147,0,154,37,139.2
2025-11-10,CNC-16,night,8,7.16,158,6,173,45,79.1
2025-11-10,CNC-13,morning,8,7.26,77,1,88,38,259.3
2025-11-10,CNC-13,afternoon,8,7.36,148,12,171,24,288.5
2025-11-10,CNC-13,night,8,7.56,89,6,105,6,82.4
2025-11-10,CNC-12,morning,8,6.54,159,13,179,16,245.2
2025-11-10,CNC-12,afternoon,8,7.69,176,5,195,18,177.4
2025-11-10,CNC-12,night,8,7.09,117,3,125,33,186.5
2025-11-10,CNC-6,morning,8,7.33,162,13,181,8,246.6
2025-11-10,CNC-6,afternoon,8,7.79,133,2,152,7,93.0
2025-11-10,CNC-6,night,8,6.92,123,9,142,45,195.9
2025-11-10,CNC-4,morning,8,6.66,180,8,188,44,289.8
2025-11-10,CNC-4,afternoon,8,7.95,101,5,119,33,61.4
2025-11-10,CNC-4,night,8,7.43,136,12,159,27,210.5
2025-11-10,CNC-14,morning,8,7.6,186,8,196,2,86.3
2025-11-10,CNC-14,afternoon,8,7.84,163,13,180,18,299.5
2025-11-10,CNC-14,night,8,7.58,87,2,102,40,266.2
2025-11-10,CNC-9,morning,8,7.05,141,5,161,6,232.1
2025-11-10,CNC-9,afternoon,8,7.73,79,1,89,35,243.3
2025-11-10,CNC-9,night,8,7.4,121,9,124,43,170.5
2025-11-10,CNC-5,morning,8,6.74,125,10,127,39,151.4
2025-11-10,CNC-5,afternoon,8,7.51,87,8,100,9,98.4
2025-11-10,CNC-5,night,8,7.32,108,3,117,8,170.4
2025-11-10,CNC-10,morning,8,7.42,147,10,153,11,172.0
2025-11-10,CNC-10,afternoon,8,7.87,123,9,128,1,237.6
2025-11-10,CNC-10,night,8,7.72,169,0,194,35,203.5
2025-11-10,CNC-18,morning,8,7.12,196,9,199,23,167.7
2025-11-10,CNC-18,afternoon,8,7.03,164,1,173,12,235.5
2025-11-10,CNC-18,night,8,7.3,105,5,108,42,174.9
2025-11-10,CNC-2,morning,8,7.84,100,8,115,45,226.5
2025-11-10,CNC-2,afternoon,8,7.69,121,6,136,19,207.4
2025-11-10,CNC-2,night,8,7.39,149,10,165,31,213.9
2025-11-10,CNC-17,morning,8,7.09,99,7,115,30,83.3
2025-11-10,CNC-17,afternoon,8,7.66,102,5,116,5,78.0
2025-11-10,CNC-17,night,8,6.71,99,5,110,6,150.7
2025-11-10,CNC-19,morning,8,7.66,99,3,116,6,99.4
2025-11-10,CNC-19,afternoon,8,6.52,140,4,146,1,97.2
2025-11-10,CNC-19,night,8,6.86,159,4,165,40,56.3
2025-11-10,CNC-11,morning,8,7.09,113,4,120,6,214.3
2025-11-10,CNC-11,afternoon,8,7.61,124,5,135,5,297.3
2025-11-10,CNC-11,night,8,6.96,91,7,105,28,189.9
2025-11-10,CNC-15,morning,8,7.76,88,7,92,15,283.6
2025-11-10,CNC-15,afternoon,8,7.14,135,11,141,18,297.6
2025-11-10,CNC-15,night,8,7.76,167,3,193,17,259.8
2025-11-11,CNC-20,morning,8,7.16,183,6,186,14,252.9
2025-11-11,CNC-20,afternoon,8,7.43,182,1,194,3,137.1
2025-11-11,CNC-20,night,8,6.75,166,14,177,21,82.9
2025-11-11,CNC-2,morning,8,7.42,175,14,194,4,286.2
2025-11-11,CNC-2,afternoon,8,7.39,151,11,165,22,191.3
2025-11-11,CNC-2,night,8,6.53,185,5,190,18,199.7
2025-11-11,CNC-18,morning,8,7.0,92,2,104,16,224.0
2025-11-11,CNC-18,afternoon,8,6.52,92,5,95,20,83.6
2025-11-11,CNC-18,night,8,7.27,77,4,85,5,252.6
2025-11-11,CNC-10,morning,8,7.0,93,1,97,37,218.3
2025-11-11,CNC-10,afternoon,8,7.22,103,1,114,34,140.1
2025-11-11,CNC-10,night,8,7.09,131,8,149,34,278.2
2025-11-11,CNC-13,morning,8,6.88,108,7,121,28,113.6
2025-11-11,CNC-13,afternoon,8,7.86,115,10,126,36,90.3
2025-11-11,CNC-13,night,8,7.25,172,12,177,7,213.7
2025-11-11,CNC-19,morning,8,7.7,89,5,97,12,86.0
2025-11-11,CNC-19,afternoon,8,7.83,192,15,195,23,72.2
2025-11-11,CNC-19,night,8,7.13,179,12,185,44,287.8
2025-11-11,CNC-15,morning,8,6.62,194,8,200,9,95.9
2025-11-11,CNC-15,afternoon,8,7.7,156,11,183,7,97.1
2025-11-11,CNC-15,night,8,6.91,104,6,110,41,77.9
2025-11-11,CNC-11,morning,8,7.2,147,7,163,27,242.1
2025-11-11,CNC-11,afternoon,8,7.67,168,2,187,20,55.9
2025-11-11,CNC-11,night,8,7.78,176,2,191,42,112.5
2025-11-11,CNC-14,morning,8,7.37,167,4,184,45,221.2
2025-11-11,CNC-14,afternoon,8,7.86,145,2,168,25,192.2
2025-11-11,CNC-14,night,8,6.86,158,13,183,15,104.0
2025-11-11,CNC-6,morning,8,7.74,165,4,170,2,202.2
2025-11-11,CNC-6,afternoon,8,7.46,83,1,91,38,221.1
2025-11-11,CNC-6,night,8,7.6,169,5,192,12,270.3
2025-11-11,CNC-12,morning,8,7.83,76,6,81,45,174.9
2025-11-11,CNC-12,afternoon,8,6.8,111,8,121,7,267.9
2025-11-11,CNC-12,night,8,6.96,79,5,84,3,162.7
2025-11-11,CNC-4,morning,8,7.63,144,7,159,29,284.6
2025-11-11,CNC-4,afternoon,8,7.91,106,4,120,16,141.0
2025-11-11,CNC-4,night,8,7.72,118,5,137,37,242.1
2025-11-11,CNC-5,morning,8,7.54,137,5,155,12,54.3
