shipment_id,product,carrier,origin,destination,ship_date,est_delivery,actual_delivery,weight_kg,cost_usd,status
SH-09062,Part-Y,UPS,Chicago,New York,2024-12-28,2025-01-13,2025-01-13,310.4,1911.84,delayed
SH-09063,Gadget-X,Blue Dart,Tokyo,Singapore,2024-06-01,2024-06-14,2024-06-14,35.3,3669.07,delivered
SH-09064,Widget-B,USPS,London,Toronto,2024-02-15,2024-02-28,2024-02-28,333.9,879.41,in_transit
SH-09065,Widget-B,DHL,Mumbai,Singapore,2023-06-20,2023-07-20,2023-07-20,158.6,163.23,delivered
SH-09066,Valve-M,USPS,Sao Paulo,Singapore,2024-09-06,2024-10-04,2024-10-04,221.4,1578.81,delivered
SH-09067,Widget-A,Maersk,Mumbai,Los Angeles,2023-11-03,2023-11-20,2023-11-25,161.6,4196.57,delivered
SH-09068,Motor-K,USPS,Shanghai,Sydney,2023-02-15,2023-02-20,2023-02-21,343.0,4018.52,delivered
SH-09069,Gadget-X,UPS,London,Dubai,2024-10-22,2024-11-12,2024-11-12,392.9,1116.94,delayed
SH-09070,Valve-M,FedEx,Chicago,Singapore,2023-01-18,2023-02-12,2023-02-12,376.4,109.87,delivered
SH-09071,Valve-M,USPS,Chicago,London,2024-03-19,2024-03-23,2024-03-30,64.4,1040.37,delivered
SH-09072,Gadget-X,Blue Dart,London,London,2024-07-24,2024-08-03,2024-08-03,296.5,4315.2,delivered
SH-09073,Valve-M,FedEx,Shanghai,Sydney,2023-05-23,2023-06-21,2023-06-21,476.5,3422.06,in_transit
SH-09074,Widget-B,Maersk,Sao Paulo,Sydney,2024-12-01,2024-12-12,2024-12-12,41.6,2449.98,delivered
SH-09075,Assembly-Z,USPS,Chicago,Dubai,2023-09-07,2023-09-18,2023-09-18,161.9,622.4,in_transit
SH-09076,Valve-M,Blue Dart,Berlin,Los Angeles,2024-12-31,2025-01-04,2025-01-14,281.8,4690.4,delivered
SH-09077,Sensor-L,DHL,Berlin,London,2023-04-29,2023-05-29,2023-06-01,296.0,4590.79,delivered
SH-09078,Motor-K,UPS,Tokyo,Toronto,2023-01-25,2023-02-10,2023-02-10,247.6,1681.77,delivered
SH-09079,Valve-M,UPS,Berlin,New York,2024-10-11,2024-11-09,2024-11-09,420.5,4475.59,delivered
SH-09080,Widget-A,UPS,Shanghai,Toronto,2023-07-14,2023-07-23,2023-07-28,209.0,2741.39,delivered
SH-09081,Assembly-Z,DHL,London,Los Angeles,2023-05-26,2023-05-29,2023-05-29,278.1,1044.82,delivered
SH-09082,Valve-M,DHL,London,Los Angeles,2024-08-09,2024-08-26,2024-08-28,420.2,4536.82,delivered
SH-09083,Widget-A,UPS,Sao Paulo,Los Angeles,2023-05-29,2023-06-13,2023-06-13,56.9,2629.47,delivered
SH-09084,Widget-A,Blue Dart,Mumbai,London,2023-06-27,2023-06-30,2023-07-10,396.7,1605.61,delivered
SH-09085,Sensor-L,UPS,Sao Paulo,London,2023-09-06,2023-09-10,2023-09-13,90.4,3946.32,delayed
SH-09086,Valve-M,Maersk,Shanghai,Sydney,2024-02-22,2024-03-05,2024-03-10,10.7,1468.68,delayed
SH-09087,Motor-K,DHL,Mumbai,Sydney,2024-01-22,2024-01-30,2024-01-30,448.4,778.77,delivered
SH-09088,Motor-K,Maersk,Berlin,Toronto,2023-04-23,2023-05-08,2023-05-11,283.9,4373.67,delivered
SH-09089,Assembly-Z,DHL,Berlin,Toronto,2023-04-28,2023-05-22,2023-05-25,287.4,2182.33,delivered
SH-09090,Gadget-X,USPS,Mumbai,London,2023-11-05,2023-12-01,2023-12-02,28.5,3079.96,in_transit
SH-09091,Sensor-L,FedEx,London,Singapore,2024-06-19,2024-07-04,2024-07-14,54.4,2647.49,delivered
SH-09092,Valve-M,DHL,Sao Paulo,Toronto,2024-03-30,2024-04-29,2024-04-29,380.9,3041.93,delivered
SH-09093,Widget-A,UPS,London,New York,2023-01-13,2023-01-16,2023-01-16,456.8,587.62,delivered
SH-09094,Motor-K,UPS,Shanghai,Sydney,2024-01-14,2024-01-30,2024-01-31,98.1,3102.74,delivered
SH-09095,Assembly-Z,DHL,Shanghai,Sydney,2023-06-11,2023-07-04,2023-07-04,217.5,1625.96,delivered
SH-09096,Widget-B,DHL,London,London,2024-04-12,2024-05-01,2024-05-03,311.9,3119.38,delayed
SH-09097,Widget-B,DHL,Mumbai,London,2024-08-21,2024-09-07,2024-09-08,463.9,2508.14,delivered
SH-09098,Gadget-X,FedEx,Mumbai,New York,2024-05-24,2024-06-19,2024-06-19,390.6,4947.36,delivered
SH-09099,Widget-A,FedEx,Shanghai,London,2024-04-25,2024-05-21,2024-05-21,161.4,4661.77,delivered
SH-09100,Widget-B,DHL,Mumbai,Singapore,2023-07-01,2023-07-11,2023-07-11,452.7,1331.49,delayed
SH-09101,Motor-K,UPS,Sao Paulo,London,2023-04-13,2023-05-01,2023-05-04,96.5,4388.69,delivered
SH-09102,Sensor-L,Maersk,Shanghai,Dubai,2023-03-14,2023-04-08,2023-04-10,13.2,3582.69,delivered
SH-09103,Widget-A,Blue Dart,Mumbai,Los Angeles,2023-04-23,2023-05-16,2023-05-16,461.7,4901.59,delayed
SH-09104,Widget-A,DHL,Tokyo,Sydney,2023-09-11,2023-10-02,2023-10-02,74.6,3804.99,delivered
SH-09105,Widget-B,DHL,London,Singapore,2024-11-26,2024-12-13,2024-12-13,381.1,2072.85,delivered
SH-09106,Sensor-L,DHL,Sao Paulo,Los Angeles,2024-02-27,2024-03-22,2024-03-22,202.8,4735.57,delivered
SH-09107,Widget-A,UPS,Shanghai,Toronto,2023-04-09,2023-05-04,2023-05-04,335.9,2625.71,delivered
SH-09108,Gadget-X,Maersk,Mumbai,Singapore,2024-08-17,2024-09-13,2024-09-23,462.7,53.13,delivered
SH-09109,Motor-K,DHL,Shanghai,London,2023-12-29,2024-01-10,2024-01-20,419.5,3316.03,delivered
SH-09110,Gadget-X,USPS,London,Dubai,2024-09-28,2024-10-17,2024-10-17,36.6,4049.34,delivered
SH-09111,Widget-B,USPS,Shanghai,Sydney,2023-03-10,2023-03-18,2023-03-20,235.2,158.26,delivered
SH-09112,Gadget-X,Maersk,Chicago,Singapore,2024-08-12,2024-09-10,2024-09-17,480.7,591.5,in_transit
SH-09113,Motor-K,Blue Dart,Sao Paulo,Sydney,2024-08-27,2024-09-09,2024-09-09,408.4,2192.7,delivered
SH-09114,Valve-M,Blue Dart,Tokyo,Singapore,2023-06-08,2023-06-13,2023-06-20,141.8,3640.71,delivered
SH-09115,Motor-K,Maersk,Berlin,Los Angeles,2023-11-15,2023-11-21,2023-11-21,473.8,4223.95,delivered
SH-09116,Gadget-X,DHL,Sao Paulo,New York,2024-05-07,2024-05-20,2024-05-23,108.2,4627.82,in_transit
SH-09117,Gadget-X,USPS,Tokyo,London,2023-04-30,2023-05-19,2023-05-19,176.2,1374.68,delivered
SH-09118,Motor-K,UPS,Chicago,London,2023-10-09,2023-10-22,2023-10-23,17.9,2244.27,delivered
SH-09119,Widget-B,UPS,Shanghai,New York,2024-12-15,2025-01-10,2025-01-10,132.7,4614.02,delayed
SH-09120,Widget-A,Blue Dart,Berlin,London,2024-01-16,2024-01-23,2024-01-24,216.2,1615.03,delivered
SH-09121,Widget-A,UPS,Sao Paulo,Toronto,2023-08-05,2023-08-10,2023-08-15,88.7,1605.7,delivered
SH-09122,Valve-M,UPS,Sao Paulo,Dubai,2023-06-06,2023-07-03,2023-07-06,66.1,3857.52,delivered
SH-09123,Motor-K,FedEx,Shanghai,Los Angeles,2023-07-19,2023-08-05,2023-08-05,413.5,3039.06,delivered
SH-09124,Gadget-X,UPS,Chicago,Singapore,2023-03-27,2023-04-20,2023-04-30,475.3,2174.24,delivered
SH-09125,Motor-K,Blue Dart,Shanghai,New York,2023-12-26,2024-01-15,2024-01-15,455.0,2713.49,delivered
SH-09126,Gadget-X,UPS,Shanghai,Dubai,2024-04-30,2024-05-25,2024-05-25,164.5,1091.01,delivered
SH-09127,Gadget-X,USPS,Chicago,London,2023-03-31,2023-04-25,2023-05-05,245.7,1011.12,delivered
SH-09128,Widget-B,DHL,London,Dubai,2023-01-30,2023-02-21,2023-02-22,185.0,1155.97,delivered
SH-09129,Assembly-Z,USPS,London,Singapore,2024-02-16,2024-02-23,2024-02-28,53.5,2331.02,delivered
SH-09130,Motor-K,UPS,Sao Paulo,Sydney,2023-04-29,2023-05-17,2023-05-24,216.3,823.96,in_transit
SH-09131,Motor-K,FedEx,Sao Paulo,Los Angeles,2024-06-04,2024-06-15,2024-06-20,201.7,2444.95,delivered
SH-09132,Sensor-L,USPS,Mumbai,Sydney,2024-11-12,2024-12-09,2024-12-09,351.1,1427.39,in_transit
SH-09133,Part-Y,USPS,London,New York,2024-11-04,2024-11-26,2024-11-26,196.5,221.87,delivered
SH-09134,Widget-B,Maersk,Shanghai,London,2024-06-08,2024-06-13,2024-06-13,10.7,3561.09,delivered
SH-09135,Part-Y,Maersk,Berlin,Dubai,2024-05-23,2024-06-12,2024-06-17,25.1,691.36,delivered
SH-09136,Gadget-X,FedEx,Chicago,Los Angeles,2024-12-04,2024-12-21,2024-12-28,282.8,2422.92,delivered
SH-09137,Part-Y,FedEx,Chicago,Los Angeles,2023-02-27,2023-03-22,2023-03-22,289.6,2579.54,delivered
SH-09138,Widget-B,USPS,Chicago,Singapore,2023-03-08,2023-03-12,2023-03-13,458.5,2179.84,delivered
SH-09139,Sensor-L,FedEx,Chicago,London,2023-09-20,2023-09-25,2023-09-30,274.3,4371.37,delivered
SH-09140,Assembly-Z,Blue Dart,London,London,2024-11-27,2024-12-26,2025-01-02,133.3,693.82,in_transit
SH-09141,Sensor-L,DHL,London,London,2023-12-16,2023-12-20,2023-12-20,111.5,2122.99,delayed
SH-09142,Sensor-L,DHL,Mumbai,Sydney,2023-10-27,2023-11-09,2023-11-09,445.9,2116.63,delivered
SH-09143,Motor-K,UPS,Berlin,Toronto,2024-03-31,2024-04-10,2024-04-10,135.3,3480.61,delivered
SH-09144,Widget-B,UPS,Chicago,Dubai,2024-07-06,2024-07-15,2024-07-15,476.3,2770.68,delivered
SH-09145,Part-Y,DHL,Berlin,Dubai,2024-06-13,2024-06-27,2024-06-27,337.9,2092.34,delivered
SH-09146,Widget-B,FedEx,Berlin,London,2024-12-05,2024-12-26,2024-12-27,326.6,1892.17,delivered
SH-09147,Assembly-Z,UPS,London,London,2024-07-21,2024-07-29,2024-07-29,91.8,1807.43,delivered
SH-09148,Widget-A,FedEx,Berlin,Los Angeles,2023-07-09,2023-07-28,2023-07-30,174.9,3985.01,delivered
SH-09149,Motor-K,USPS,London,Sydney,2024-02-08,2024-02-16,2024-02-17,59.1,931.7,delivered
SH-09150,Assembly-Z,Blue Dart,Sao Paulo,Sydney,2023-03-08,2023-03-31,2023-03-31,129.7,2073.18,delivered
SH-09151,Valve-M,FedEx,London,Los Angeles,2023-12-22,2024-01-14,2024-01-24,34.8,3650.54,delivered
SH-09152,Part-Y,UPS,Tokyo,Los Angeles,2023-05-09,2023-05-27,2023-05-27,488.3,137.28,delivered
SH-09153,Part-Y,Maersk,Sao Paulo,Dubai,2023-04-08,2023-04-14,2023-04-19,173.0,789.98,delayed
SH-09154,Assembly-Z,USPS,Shanghai,Los Angeles,2024-12-12,2025-01-05,2025-01-15,432.5,982.98,delivered
SH-09155,Part-Y,DHL,London,Dubai,2024-10-12,2024-11-10,2024-11-10,315.2,3412.79,delivered
SH-09156,Part-Y,Blue Dart,Tokyo,Dubai,2024-09-03,2024-09-19,2024-09-19,154.4,325.75,in_transit
SH-09157,Widget-B,DHL,Berlin,London,2023-10-23,2023-11-13,2023-11-13,218.1,979.64,delivered
SH-09158,Assembly-Z,Maersk,Tokyo,London,2024-09-15,2024-10-01,2024-10-11,455.7,595.47,delivered
SH-09159,Assembly-Z,UPS,Berlin,Dubai,2024-10-10,2024-10-13,2024-10-13,130.3,1880.79,delivered
SH-09160,Part-Y,DHL,Chicago,New York,2024-08-29,2024-09-19,2024-09-19,224.2,2172.25,delivered
SH-09161,Assembly-Z,USPS,Sao Paulo,Toronto,2024-12-30,2025-01-13,2025-01-13,135.5,2623.49,in_transit
SH-09162,Gadget-X,Maersk,Sao Paulo,Sydney,2023-10-04,2023-10-30,2023-10-31,77.5,136.06,delivered
SH-09163,Assembly-Z,FedEx,Shanghai,Toronto,2023-05-23,2023-06-10,2023-06-11,342.0,3972.97,delivered
SH-09164,Widget-B,Maersk,Mumbai,Sydney,2023-09-20,2023-09-24,2023-09-26,55.4,4886.19,delivered
SH-09165,Gadget-X,DHL,Berlin,Los Angeles,2024-06-21,2024-07-04,2024-07-05,455.9,1961.83,delivered
SH-09166,Widget-B,Blue Dart,Sao Paulo,New York,2023-06-18,2023-07-11,2023-07-11,262.9,3871.28,delivered
SH-09167,Motor-K,UPS,Shanghai,Singapore,2024-11-01,2024-11-23,2024-11-23,470.8,422.41,delivered
SH-09168,Assembly-Z,Maersk,Mumbai,Los Angeles,2023-05-21,2023-05-27,2023-06-06,124.0,549.83,delivered
SH-09169,Assembly-Z,UPS,Chicago,Sydney,2024-04-29,2024-05-20,2024-05-25,453.9,4539.18,in_transit
SH-09170,Sensor-L,USPS,Tokyo,New York,2023-04-14,2023-05-01,2023-05-02,345.4,1658.46,delivered
SH-09171,Widget-B,USPS,Tokyo,Los Angeles,2023-08-23,2023-09-01,2023-09-02,189.9,3022.11,delivered
SH-09172,Motor-K,FedEx,Berlin,Singapore,2024-09-16,2024-10-05,2024-10-15,450.7,4659.15,delivered
SH-09173,Sensor-L,Blue Dart,Tokyo,Dubai,2024-02-22,2024-03-04,2024-03-04,28.3,1570.56,delivered
SH-09174,Widget-A,USPS,Mumbai,Sydney,2023-12-15,2023-12-23,2023-12-23,237.4,945.79,delayed
SH-09175,Widget-A,DHL,London,Sydney,2023-11-23,2023-12-13,2023-12-23,207.7,305.49,delivered
SH-09176,Valve-M,UPS,Berlin,London,2024-11-04,2024-11-14,2024-11-24,210.4,91.71,delivered
SH-09177,Widget-A,Blue Dart,London,Sydney,2024-05-14,2024-06-04,2024-06-05,394.5,2193.72,delivered
SH-09178,Assembly-Z,USPS,Tokyo,Los Angeles,2023-12-25,2024-01-21,2024-01-21,156.9,1708.93,delivered
SH-09179,Sensor-L,USPS,Berlin,London,2024-08-13,2024-08-23,2024-08-23,203.6,315.75,delivered
SH-09180,Valve-M,Maersk,Berlin,Sydney,2023-05-09,2023-05-17,2023-05-17,181.9,358.26,delayed
SH-09181,Motor-K,USPS,Chicago,Los Angeles,2024-05-24,2024-06-17,2024-06-17,343.4,3155.46,delayed
SH-09182,Assembly-Z,Blue Dart,Shanghai,Toronto,2023-09-28,2023-10-05,2023-10-05,76.8,3460.7,delivered
SH-09183,Widget-A,UPS,Chicago,London,2023-10-22,2023-11-20,2023-11-20,93.9,4339.22,delivered
SH-09184,Motor-K,UPS,Sao Paulo,New York,2024-03-02,2024-03-21,2024-03-21,191.7,3049.88,delivered
SH-09185,Part-Y,UPS,Mumbai,Sydney,2023-07-13,2023-08-04,2023-08-04,196.0,4675.77,delivered
SH-09186,Assembly-Z,USPS,Shanghai,Toronto,2023-04-01,2023-04-16,2023-04-16,60.7,770.99,delayed
SH-09187,Motor-K,Maersk,Berlin,Dubai,2023-06-02,2023-06-15,2023-06-15,59.6,1756.35,delivered
SH-09188,Widget-A,Blue Dart,Chicago,Toronto,2023-08-02,2023-08-10,2023-08-10,113.8,2575.76,delivered
SH-09189,Motor-K,DHL,Berlin,Los Angeles,2024-10-02,2024-10-21,2024-10-21,18.0,1966.82,in_transit
SH-09190,Sensor-L,FedEx,Shanghai,Singapore,2024-09-17,2024-10-10,2024-10-13,243.0,2870.01,delivered
SH-09191,Motor-K,FedEx,Chicago,New York,2023-09-22,2023-10-13,2023-10-23,442.6,2273.89,delivered
SH-09192,Valve-M,DHL,Shanghai,New York,2023-07-29,2023-08-17,2023-08-17,120.2,2804.07,delivered
SH-09193,Sensor-L,Blue Dart,Sao Paulo,New York,2024-03-16,2024-03-29,2024-03-30,6.5,944.13,delayed
SH-09194,Widget-B,Maersk,Mumbai,Singapore,2023-05-21,2023-05-29,2023-05-29,80.5,428.18,delivered
SH-09195,Assembly-Z,UPS,Shanghai,Los Angeles,2024-09-19,2024-10-14,2024-10-19,130.3,2049.44,delivered
SH-09196,Assembly-Z,FedEx,Berlin,Los Angeles,2023-09-14,2023-09-17,2023-09-24,224.5,518.29,delivered
SH-09197,Motor-K,USPS,Chicago,Singapore,2023-10-19,2023-10-24,2023-10-24,463.5,1132.66,delayed
SH-09198,Assembly-Z,FedEx,Berlin,Toronto,2023-02-21,2023-03-09,2023-03-16,450.6,411.55,delivered
SH-09199,Valve-M,UPS,Mumbai,Dubai,2023-07-26,2023-07-30,2023-07-30,187.1,947.93,delivered
SH-09200,Part-Y,UPS,London,New York,2024-08-01,2024-08-07,2024-08-09,204.8,606.77,delivered
SH-09201,Widget-B,Blue Dart,Chicago,Toronto,2023-05-21,2023-06-12,2023-06-15,167.0,2785.43,delivered
SH-09202,Part-Y,UPS,Berlin,Toronto,2023-04-06,2023-04-18,2023-04-18,450.0,790.5,delivered
SH-09203,Gadget-X,UPS,Tokyo,Singapore,2023-04-11,2023-04-24,2023-04-24,495.6,1515.19,delivered
SH-09204,Valve-M,USPS,Mumbai,Sydney,2024-05-22,2024-06-03,2024-06-03,43.3,1760.36,in_transit
SH-09205,Part-Y,Blue Dart,Berlin,Singapore,2023-03-15,2023-03-25,2023-03-26,403.8,2912.49,delivered
SH-09206,Valve-M,USPS,Tokyo,London,2024-09-05,2024-09-22,2024-09-24,50.5,2567.41,delivered
SH-09207,Part-Y,Maersk,Sao Paulo,Los Angeles,2024-03-04,2024-03-22,2024-03-25,285.7,3695.08,delivered
SH-09208,Valve-M,UPS,Shanghai,Los Angeles,2024-09-01,2024-09-22,2024-09-27,26.2,4473.67,delivered
SH-09209,Widget-B,FedEx,London,Toronto,2023-06-17,2023-06-23,2023-06-23,130.1,2095.72,delivered
SH-09210,Part-Y,UPS,Shanghai,Los Angeles,2024-10-09,2024-10-14,2024-10-14,262.0,1006.54,in_transit
SH-09211,Part-Y,DHL,Tokyo,Singapore,2024-11-06,2024-11-18,2024-11-21,346.1,684.72,delivered
SH-09212,Widget-B,FedEx,Berlin,New York,2023-10-13,2023-11-04,2023-11-04,232.7,944.42,delivered
SH-09213,Widget-A,UPS,Tokyo,New York,2024-07-23,2024-08-05,2024-08-12,468.6,4397.31,delivered
SH-09214,Assembly-Z,FedEx,Mumbai,Dubai,2023-03-14,2023-03-30,2023-03-30,349.6,3771.68,delivered
SH-09215,Widget-B,USPS,Sao Paulo,New York,2024-11-04,2024-11-19,2024-11-19,218.7,199.38,delivered
SH-09216,Widget-B,FedEx,Berlin,Singapore,2023-09-08,2023-10-07,2023-10-09,256.5,363.61,delayed
SH-09217,Widget-A,Maersk,Mumbai,Toronto,2024-08-13,2024-09-10,2024-09-10,480.3,4660.52,delivered
SH-09218,Widget-B,Blue Dart,Chicago,Toronto,2023-03-07,2023-03-26,2023-03-26,210.1,1468.84,delivered
SH-09219,Motor-K,Maersk,Tokyo,Toronto,2024-11-16,2024-11-21,2024-11-21,454.8,1938.41,delivered
SH-09220,Assembly-Z,UPS,Shanghai,London,2023-03-30,2023-04-04,2023-04-09,111.8,931.8,delivered
SH-09221,Part-Y,USPS,Mumbai,Singapore,2023-08-16,2023-09-14,2023-09-14,258.9,786.29,delivered
SH-09222,Sensor-L,UPS,Berlin,Singapore,2023-06-10,2023-06-19,2023-06-19,239.4,4811.81,delayed
SH-09223,Valve-M,FedEx,Sao Paulo,Toronto,2024-03-15,2024-03-23,2024-03-30,372.7,2865.21,delivered
SH-09224,Valve-M,Blue Dart,Mumbai,New York,2024-03-06,2024-03-19,2024-03-19,272.3,3512.01,delivered
SH-09225,Sensor-L,DHL,Sao Paulo,Toronto,2024-11-22,2024-12-03,2024-12-03,451.2,76.81,delivered
SH-09226,Assembly-Z,FedEx,Chicago,Singapore,2024-12-05,2024-12-13,2024-12-18,134.9,4366.44,delivered
SH-09227,Sensor-L,DHL,Shanghai,Sydney,2024-10-05,2024-10-29,2024-10-29,73.4,3721.28,delivered
SH-09228,Gadget-X,USPS,Shanghai,Los Angeles,2024-12-25,2025-01-07,2025-01-17,102.0,1926.44,delivered
SH-09229,Widget-B,DHL,Sao Paulo,Los Angeles,2023-12-07,2023-12-23,2023-12-23,2.7,375.69,delivered
SH-09230,Gadget-X,DHL,Shanghai,Los Angeles,2024-01-12,2024-02-03,2024-02-03,24.1,833.38,delivered
SH-09231,Part-Y,Maersk,Berlin,London,2024-11-20,2024-12-09,2024-12-09,185.1,2131.83,delivered
SH-09232,Sensor-L,Maersk,Sao Paulo,London,2023-01-24,2023-02-14,2023-02-24,274.9,4660.9,delivered
SH-09233,Widget-A,Maersk,Chicago,Toronto,2023-10-21,2023-11-17,2023-11-20,471.7,1566.82,delivered
SH-09234,Widget-B,Maersk,Tokyo,Dubai,2024-01-13,2024-01-18,2024-01-18,76.5,1170.74,delivered
SH-09235,Part-Y,DHL,Sao Paulo,Singapore,2023-02-21,2023-02-24,2023-02-24,63.8,2688.71,in_transit
SH-09236,Valve-M,DHL,London,Singapore,2023-10-31,2023-11-13,2023-11-13,407.4,4091.66,delivered
SH-09237,Widget-A,UPS,Tokyo,Sydney,2024-11-25,2024-12-14,2024-12-14,484.0,3426.22,in_transit
SH-09238,Widget-B,FedEx,Berlin,Sydney,2023-10-02,2023-10-05,2023-10-05,265.5,4517.81,delivered
SH-09239,Part-Y,Blue Dart,Chicago,Toronto,2024-05-10,2024-05-28,2024-05-31,129.1,4554.33,delivered
SH-09240,Gadget-X,FedEx,London,Sydney,2024-01-21,2024-02-02,2024-02-02,291.4,4154.38,delivered
SH-09241,Sensor-L,USPS,Chicago,Dubai,2024-06-19,2024-07-11,2024-07-21,405.0,4801.07,delivered
SH-09242,Motor-K,USPS,Chicago,Los Angeles,2024-08-17,2024-08-27,2024-08-27,426.7,2376.39,in_transit
SH-09243,Widget-B,DHL,Mumbai,Toronto,2023-05-12,2023-06-09,2023-06-14,481.8,2022.32,delivered
SH-09244,Assembly-Z,USPS,Shanghai,London,2024-01-04,2024-01-29,2024-01-30,228.9,2657.39,delayed
SH-09245,Assembly-Z,DHL,Chicago,London,2023-01-25,2023-01-29,2023-01-29,32.2,1316.68,delivered
SH-09246,Assembly-Z,USPS,London,New York,2024-01-16,2024-02-03,2024-02-03,352.1,746.21,delivered
SH-09247,Gadget-X,USPS,Chicago,Toronto,2023-01-05,2023-02-02,2023-02-07,321.9,271.85,delivered
SH-09248,Widget-B,Maersk,Sao Paulo,Singapore,2024-06-18,2024-07-15,2024-07-18,437.2,1184.46,delivered
SH-09249,Widget-A,USPS,Tokyo,New York,2023-06-03,2023-06-27,2023-06-27,393.5,3605.12,delivered
SH-09250,Gadget-X,UPS,Mumbai,Los Angeles,2024-01-05,2024-01-22,2024-01-22,351.5,2018.06,delivered
SH-09251,Assembly-Z,UPS,Chicago,Dubai,2023-02-07,2023-02-12,2023-02-13,479.5,3550.92,delivered
SH-09252,Widget-A,USPS,Sao Paulo,Toronto,2024-06-17,2024-07-14,2024-07-14,315.7,693.19,delivered
SH-09253,Part-Y,Blue Dart,Sao Paulo,Singapore,2023-06-02,2023-06-11,2023-06-11,379.0,202.5,in_transit
SH-09254,Assembly-Z,DHL,Chicago,Singapore,2024-03-04,2024-03-09,2024-03-16,351.8,731.2,in_transit
SH-09255,Widget-A,UPS,Tokyo,Singapore,2024-06-07,2024-06-21,2024-06-22,105.4,3727.32,delivered
SH-09256,Valve-M,FedEx,Berlin,Sydney,2023-10-25,2023-11-14,2023-11-14,235.7,1041.44,delivered
SH-09257,Gadget-X,FedEx,Mumbai,Singapore,2024-08-26,2024-09-21,2024-09-28,221.5,576.03,delivered
SH-09258,Assembly-Z,FedEx,London,Los Angeles,2023-08-06,2023-09-04,2023-09-04,487.6,2193.36,delivered
SH-09259,Assembly-Z,UPS,Berlin,New York,2023-10-23,2023-11-15,2023-11-22,269.3,565.1,delivered
SH-09260,Sensor-L,Blue Dart,London,Toronto,2024-01-05,2024-02-04,2024-02-09,185.9,428.9,delivered
SH-09261,Sensor-L,DHL,Berlin,Dubai,2023-03-04,2023-03-11,2023-03-11,280.3,443.53,in_transit
SH-09262,Valve-M,Maersk,London,Los Angeles,2023-11-07,2023-11-13,2023-11-13,256.1,455.6,delivered
SH-09263,Motor-K,DHL,Shanghai,Singapore,2024-10-31,2024-11-22,2024-11-22,397.9,4433.51,in_transit
SH-09264,Motor-K,DHL,Berlin,Dubai,2023-07-19,2023-07-26,2023-07-26,302.0,1812.82,delivered
SH-09265,Motor-K,Maersk,Shanghai,New York,2024-09-03,2024-09-20,2024-09-20,318.1,3547.3,delivered
SH-09266,Gadget-X,UPS,London,London,2023-10-28,2023-11-27,2023-11-27,284.1,4047.54,delivered
SH-09267,Widget-A,Maersk,London,Toronto,2024-09-24,2024-10-23,2024-10-23,454.0,227.85,delivered
SH-09268,Widget-B,Blue Dart,Mumbai,Singapore,2024-12-24,2025-01-21,2025-01-21,405.3,1131.42,delivered
SH-09269,Part-Y,DHL,Tokyo,London,2023-06-16,2023-06-25,2023-06-30,112.3,3444.76,delivered
SH-09270,Motor-K,Maersk,Shanghai,Toronto,2023-09-23,2023-10-06,2023-10-06,69.2,2385.73,delivered
SH-09271,Sensor-L,UPS,Sao Paulo,Los Angeles,2023-11-16,2023-11-22,2023-11-22,125.8,2925.13,delivered
SH-09272,Valve-M,UPS,Berlin,Singapore,2024-01-27,2024-02-04,2024-02-04,473.5,4086.36,delivered
SH-09273,Sensor-L,Blue Dart,Shanghai,Toronto,2023-08-12,2023-09-02,2023-09-02,229.6,963.44,delivered
SH-09274,Motor-K,Blue Dart,Shanghai,Singapore,2023-03-23,2023-03-26,2023-03-26,230.1,3143.7,delivered
SH-09275,Motor-K,UPS,Tokyo,Toronto,2023-03-03,2023-03-22,2023-03-22,171.0,3532.76,delivered
SH-09276,Motor-K,Blue Dart,Mumbai,Singapore,2024-06-29,2024-07-13,2024-07-20,426.4,323.91,delivered
SH-09277,Motor-K,UPS,Berlin,Los Angeles,2024-09-23,2024-10-01,2024-10-03,325.4,3202.71,delivered
SH-09278,Motor-K,UPS,Tokyo,Singapore,2023-12-06,2023-12-09,2023-12-16,341.5,4807.82,delivered
SH-09279,Assembly-Z,USPS,Chicago,New York,2023-02-24,2023-03-22,2023-04-01,475.7,1578.85,delivered
SH-09280,Part-Y,Blue Dart,Mumbai,London,2024-11-04,2024-11-21,2024-12-01,201.7,3114.83,delayed
SH-09281,Gadget-X,USPS,Sao Paulo,Sydney,2024-02-14,2024-03-10,2024-03-10,101.0,2647.79,delayed
SH-09282,Widget-A,FedEx,Mumbai,Singapore,2024-10-27,2024-11-17,2024-11-20,211.0,2857.16,delivered
SH-09283,Motor-K,DHL,Chicago,Sydney,2024-09-19,2024-09-28,2024-09-28,140.2,4521.14,delivered
SH-09284,Assembly-Z,DHL,Mumbai,Singapore,2023-06-22,2023-07-18,2023-07-18,281.4,4204.13,delayed
SH-09285,Motor-K,DHL,Shanghai,Toronto,2023-04-03,2023-04-22,2023-04-22,79.6,1985.5,delivered
SH-09286,Gadget-X,Maersk,Mumbai,Dubai,2024-08-31,2024-09-05,2024-09-06,229.6,938.4,in_transit
SH-09287,Sensor-L,Maersk,Shanghai,Los Angeles,2023-09-02,2023-09-18,2023-09-21,493.6,2936.85,delivered
SH-09288,Widget-A,FedEx,Tokyo,Los Angeles,2023-08-23,2023-08-28,2023-08-28,137.9,312.13,delivered
SH-09289,Assembly-Z,FedEx,Chicago,Sydney,2024-11-11,2024-11-14,2024-11-21,2.5,3369.97,delivered
