review_id,product,category,rating,sentiment,review_date,helpful_votes,verified_purchase,review_length
R-043106,Product-D4,Home,4,positive,2023-12-16,22,Yes,373
R-043107,Product-B5,Home,5,positive,2024-08-11,8,Yes,106
R-043108,Product-B10,Electronics,4,positive,2023-05-09,40,Yes,198
R-043109,Product-C8,Software,5,positive,2022-07-29,49,Yes,37
R-043110,Product-E8,Sports,5,positive,2024-11-27,20,Yes,83
R-043111,Product-C10,Electronics,4,positive,2022-10-30,24,No,201
R-043112,Product-D3,Books,5,positive,2024-06-12,13,Yes,296
R-043113,Product-C3,Books,4,positive,2024-03-18,47,No,117
R-043114,Product-A7,Books,5,positive,2023-11-18,41,Yes,348
R-043115,Product-E1,Software,4,positive,2023-11-23,36,Yes,302
R-043116,Product-A9,Sports,5,positive,2024-12-24,39,Yes,240
R-043117,Product-B10,Electronics,4,positive,2022-08-23,13,Yes,138
R-043118,Product-C10,Software,5,positive,2023-02-20,6,Yes,410
R-043119,Product-E4,Home,2,negative,2024-08-31,49,No,456
R-043120,Product-B4,Electronics,5,positive,2023-01-29,29,Yes,128
R-043121,Product-C3,Software,5,positive,2023-07-11,20,Yes,340
R-043122,Product-B8,Software,4,positive,2022-02-15,30,Yes,51
R-043123,Product-C4,Sports,5,positive,2023-12-19,33,No,188
R-043124,Product-A9,Software,5,positive,2022-05-14,29,Yes,296
R-043125,Product-A7,Home,4,positive,2022-11-25,32,Yes,331
R-043126,Product-D5,Home,4,positive,2023-10-24,28,No,398
R-043127,Product-B10,Sports,4,positive,2023-06-07,10,No,440
R-043128,Product-E6,Home,4,positive,2023-05-28,8,Yes,379
R-043129,Product-E7,Books,4,positive,2022-10-20,23,No,427
R-043130,Product-A5,Software,4,positive,2024-07-26,41,Yes,177
R-043131,Product-B8,Home,5,positive,2022-09-21,3,Yes,222
R-043132,Product-B8,Books,5,positive,2022-09-30,15,Yes,45
R-043133,Product-D6,Electronics,1,negative,2022-05-09,27,Yes,179
R-043134,Product-C6,Home,5,positive,2023-07-23,14,Yes,477
R-043135,Product-E6,Electronics,4,positive,2022-09-18,32,Yes,109
R-043136,Product-A7,Sports,4,positive,2024-03-19,20,No,184
R-043137,Product-C10,Books,5,positive,2023-08-30,25,Yes,174
R-043138,Product-C10,Books,4,positive,2023-01-24,15,No,363
R-043139,Product-A1,Home,2,negative,2024-01-26,1,Yes,306
R-043140,Product-D8,Sports,5,positive,2022-08-27,40,Yes,358
R-043141,Product-C10,Sports,5,positive,2023-05-08,28,Yes,499
R-043142,Product-B1,Software,4,positive,2024-07-12,27,Yes,272
R-043143,Product-D3,Electronics,5,positive,2024-01-07,46,No,492
R-043144,Product-E9,Sports,2,negative,2024-01-08,18,Yes,116
R-043145,Product-B7,Home,5,positive,2024-12-05,13,Yes,93
R-043146,Product-B9,Sports,3,neutral,2022-01-15,24,Yes,170
R-043147,Product-D8,Home,5,positive,2023-06-18,28,No,265
R-043148,Product-D7,Sports,4,positive,2024-02-19,23,Yes,371
R-043149,Product-D2,Software,5,positive,2023-06-28,36,Yes,327
R-043150,Product-A6,Software,2,negative,2023-05-13,31,Yes,467
R-043151,Product-D1,Home,5,positive,2023-05-06,22,No,181
R-043152,Product-B2,Electronics,4,positive,2023-12-05,6,Yes,76
R-043153,Product-B5,Books,3,neutral,2024-03-17,6,No,372
R-043154,Product-C7,Sports,5,positive,2022-05-18,48,Yes,432
R-043155,Product-B9,Home,2,negative,2024-10-13,33,No,359
R-043156,Product-E9,Home,4,positive,2023-09-28,31,Yes,294
R-043157,Product-A6,Sports,4,positive,2024-02-25,2,No,231
R-043158,Product-D3,Books,5,positive,2024-04-21,20,Yes,387
R-043159,Product-C1,Software,5,positive,2022-10-29,33,Yes,100
R-043160,Product-A4,Home,5,positive,2022-09-13,25,Yes,128
R-043161,Product-A7,Software,4,positive,2022-01-31,10,Yes,204
R-043162,Product-D2,Home,2,negative,2023-11-20,21,Yes,307
R-043163,Product-E6,Sports,5,positive,2024-11-12,47,Yes,130
R-043164,Product-B5,Books,4,positive,2023-09-29,3,Yes,34
R-043165,Product-E4,Home,4,positive,2022-04-24,21,Yes,156
R-043166,Product-D3,Home,3,neutral,2024-05-31,15,Yes,136
R-043167,Product-B5,Sports,5,positive,2022-06-18,22,Yes,479
R-043168,Product-C9,Software,4,positive,2022-12-17,39,No,55
R-043169,Product-E10,Software,3,neutral,2023-11-14,24,No,417
R-043170,Product-B7,Sports,1,negative,2023-09-12,0,Yes,145
R-043171,Product-B5,Home,4,positive,2024-02-17,24,Yes,466
R-043172,Product-A4,Home,5,positive,2023-11-08,31,Yes,404
R-043173,Product-B2,Electronics,4,positive,2022-03-29,25,Yes,421
R-043174,Product-D5,Books,4,positive,2024-01-02,28,Yes,299
R-043175,Product-D10,Software,3,neutral,2024-01-12,30,Yes,92
R-043176,Product-B6,Sports,5,positive,2022-07-10,43,Yes,171
R-043177,Product-C10,Electronics,4,positive,2023-09-11,19,Yes,314
R-043178,Product-B6,Electronics,5,positive,2023-07-19,24,No,370
R-043179,Product-C2,Books,4,positive,2022-10-13,3,No,370
R-043180,Product-B4,Books,5,positive,2024-11-06,2,Yes,35
R-043181,Product-D3,Software,4,positive,2022-01-22,42,Yes,233
R-043182,Product-A2,Books,4,positive,2022-11-30,7,Yes,292
R-043183,Product-A7,Software,5,positive,2023-06-07,13,Yes,321
R-043184,Product-B2,Sports,2,negative,2022-12-30,17,No,259
R-043185,Product-C4,Sports,2,negative,2023-12-03,14,Yes,140
R-043186,Product-C8,Books,5,positive,2023-04-28,33,Yes,360
R-043187,Product-C10,Books,4,positive,2022-04-26,14,No,223
R-043188,Product-E9,Software,4,positive,2024-03-17,38,Yes,372
R-043189,Product-E1,Software,5,positive,2023-06-07,48,Yes,395
R-043190,Product-E9,Home,4,positive,2023-03-08,19,Yes,474
R-043191,Product-C3,Software,3,neutral,2023-07-12,50,Yes,355
R-043192,Product-C10,Electronics,4,positive,2024-07-11,36,Yes,360
R-043193,Product-E1,Software,2,negative,2024-06-16,5,Yes,207
R-043194,Product-A9,Home,4,positive,2023-09-05,20,No,384
R-043195,Product-B8,Books,4,positive,2022-11-20,7,Yes,493
R-043196,Product-B8,Electronics,1,negative,2022-09-03,21,Yes,175
R-043197,Product-E7,Sports,3,neutral,2022-12-05,43,Yes,386
R-043198,Product-A9,Software,3,neutral,2024-01-01,22,Yes,365
R-043199,Product-E4,Books,3,neutral,2022-12-10,7,Yes,450
R-043200,Product-D7,Books,4,positive,2022-11-29,27,Yes,58
R-043201,Product-B10,Sports,3,neutral,2024-05-13,24,Yes,102
R-043202,Product-B9,Electronics,5,positive,2022-03-21,19,Yes,341
R-043203,Product-D4,Books,3,neutral,2022-04-21,20,Yes,26
R-043204,Product-D1,Software,5,positive,2022-11-07,25,Yes,466
R-043205,Product-A10,Software,4,positive,2023-02-17,11,Yes,479
R-043206,Product-D1,Home,2,negative,2024-10-03,48,Yes,330
R-043207,Product-C5,Home,5,positive,2024-09-28,47,Yes,313
R-043208,Product-D1,Sports,5,positive,2022-07-27,9,Yes,30
R-043209,Product-A10,Electronics,4,positive,2023-10-01,35,Yes,113
R-043210,Product-E10,Electronics,5,positive,2023-05-10,46,Yes,117
R-043211,Product-A3,Home,4,positive,2022-08-15,6,Yes,411
R-043212,Product-D7,Home,5,positive,2023-12-21,37,Yes,476
R-043213,Product-E10,Home,5,positive,2022-11-06,48,Yes,28
R-043214,Product-E7,Software,4,positive,2024-05-11,36,Yes,400
R-043215,Product-D8,Home,5,positive,2023-06-12,16,Yes,203
R-043216,Product-E4,Home,5,positive,2023-12-22,10,Yes,40
R-043217,Product-C6,Sports,5,positive,2022-02-07,18,Yes,171
R-043218,Product-B6,Books,5,positive,2022-05-14,32,Yes,495
R-043219,Product-D5,Home,4,positive,2022-11-09,45,Yes,292
R-043220,Product-D2,Electronics,1,negative,2022-10-06,25,No,365
R-043221,Product-B5,Electronics,4,positive,2024-11-15,10,No,247
R-043222,Product-D3,Sports,3,neutral,2023-12-12,46,Yes,181
R-043223,Product-B5,Home,4,positive,2022-05-27,47,Yes,485
R-043224,Product-A1,Sports,5,positive,2022-08-29,43,Yes,151
R-043225,Product-E10,Home,2,negative,2023-12-01,1,Yes,417
R-043226,Product-A2,Books,5,positive,2023-10-20,0,Yes,225
R-043227,Product-E3,Sports,4,positive,2024-02-06,31,Yes,447
R-043228,Product-D2,Home,2,negative,2023-10-26,30,Yes,360
R-043229,Product-A3,Home,4,positive,2023-04-25,8,Yes,32
R-043230,Product-B3,Software,1,negative,2024-12-01,34,No,486
R-043231,Product-D9,Software,5,positive,2024-11-27,8,Yes,146
R-043232,Product-E5,Books,5,positive,2024-10-23,11,Yes,185
R-043233,Product-C1,Home,3,neutral,2023-10-29,24,Yes,247
R-043234,Product-E3,Books,5,positive,2024-11-02,1,No,101
R-043235,Product-A7,Books,3,neutral,2024-12-25,43,Yes,142
R-043236,Product-E6,Software,5,positive,2024-01-28,13,Yes,81
R-043237,Product-B3,Software,5,positive,2024-05-29,18,Yes,326
R-043238,Product-B1,Software,3,neutral,2023-03-04,1,No,55
R-043239,Product-C8,Books,5,positive,2022-03-01,31,No,190
R-043240,Product-A2,Electronics,4,positive,2023-10-13,39,Yes,493
R-043241,Product-C1,Sports,5,positive,2024-11-30,37,Yes,332
R-043242,Product-E4,Sports,5,positive,2023-08-03,29,No,357
R-043243,Product-D4,Books,5,positive,2022-10-30,22,Yes,366
R-043244,Product-A9,Software,4,positive,2023-08-15,23,Yes,437
R-043245,Product-D2,Home,5,positive,2024-12-24,16,Yes,479
R-043246,Product-D7,Software,5,positive,2023-06-19,3,Yes,292
R-043247,Product-B3,Books,5,positive,2022-02-06,8,Yes,261
R-043248,Product-E8,Software,3,neutral,2023-07-07,20,Yes,207
R-043249,Product-A1,Books,5,positive,2024-07-09,45,Yes,283
R-043250,Product-D3,Home,5,positive,2022-01-07,13,Yes,68
R-043251,Product-B1,Home,4,positive,2023-05-16,21,Yes,110
R-043252,Product-B4,Sports,4,positive,2022-11-20,27,No,478
R-043253,Product-D8,Books,5,positive,2024-02-15,42,Yes,137
R-043254,Product-C1,Software,5,positive,2023-12-14,47,Yes,313
R-043255,Product-D9,Electronics,5,positive,2022-03-16,47,Yes,433
R-043256,Product-A7,Sports,5,positive,2024-12-02,14,Yes,331
R-043257,Product-D9,Home,5,positive,2022-10-02,19,No,81
R-043258,Product-A1,Sports,4,positive,2023-02-05,33,Yes,453
R-043259,Product-C5,Books,4,positive,2023-06-01,46,Yes,330
R-043260,Product-E6,Books,5,positive,2023-08-24,34,Yes,197
R-043261,Product-E10,Electronics,2,negative,2024-07-20,5,No,470
R-043262,Product-B10,Sports,5,positive,2024-08-26,38,Yes,341
R-043263,Product-A9,Books,5,positive,2022-06-29,22,Yes,126
R-043264,Product-C3,Books,5,positive,2024-11-24,32,Yes,468
R-043265,Product-C3,Electronics,5,positive,2023-06-28,22,Yes,388
R-043266,Product-C1,Home,5,positive,2022-08-12,24,Yes,356
R-043267,Product-E2,Electronics,5,positive,2024-12-08,4,Yes,409
R-043268,Product-B9,Electronics,5,positive,2024-11-06,8,Yes,199
R-043269,Product-D8,Books,2,negative,2023-06-05,10,Yes,308
R-043270,Product-B6,Sports,4,positive,2022-12-15,30,Yes,257
R-043271,Product-C3,Software,4,positive,2023-08-07,35,No,195
R-043272,Product-B7,Home,5,positive,2023-06-18,42,No,482
R-043273,Product-C2,Software,4,positive,2024-12-13,37,No,249
R-043274,Product-A8,Books,5,positive,2023-01-13,29,Yes,302
R-043275,Product-C2,Home,5,positive,2023-03-15,13,Yes,161
R-043276,Product-A8,Books,5,positive,2023-04-12,29,No,110
R-043277,Product-B5,Home,4,positive,2024-05-16,5,Yes,316
R-043278,Product-E7,Sports,5,positive,2022-04-07,10,Yes,169
R-043279,Product-E6,Books,5,positive,2023-11-24,15,Yes,305
R-043280,Product-D5,Home,2,negative,2023-04-16,9,Yes,338
R-043281,Product-C7,Software,5,positive,2024-02-14,34,No,260
R-043282,Product-C10,Home,5,positive,2023-09-30,3,Yes,154
R-043283,Product-A10,Software,4,positive,2024-08-23,7,Yes,121
R-043284,Product-E10,Books,4,positive,2022-10-29,24,Yes,481
R-043285,Product-E7,Books,5,positive,2023-09-27,17,Yes,265
R-043286,Product-A6,Software,4,positive,2024-04-01,31,Yes,457
R-043287,Product-A7,Software,1,negative,2022-06-11,14,Yes,349
R-043288,Product-E8,Home,5,positive,2023-03-16,4,No,351
R-043289,Product-E10,Home,5,positive,2024-11-21,46,Yes,259
R-043290,Product-E7,Home,4,positive,2024-09-30,1,Yes,325
R-043291,Product-C6,Books,4,positive,2024-08-15,49,No,400
R-043292,Product-C6,Sports,4,positive,2023-01-15,32,Yes,397
R-043293,Product-E9,Books,4,positive,2022-07-16,21,No,242
R-043294,Product-E3,Books,3,neutral,2022-01-08,6,No,455
R-043295,Product-B5,Home,5,positive,2022-03-28,40,Yes,297
R-043296,Product-D9,Home,5,positive,2024-01-11,38,Yes,262
R-043297,Product-C8,Sports,4,positive,2022-07-27,48,Yes,74
R-043298,Product-C2,Home,3,neutral,2022-03-07,38,Yes,284
R-043299,Product-E3,Home,3,neutral,2023-08-14,37,Yes,227
R-043300,Product-E5,Home,4,positive,2024-02-16,27,Yes,291
R-043301,Product-B3,Books,5,positive,2024-04-07,20,Yes,150
R-043302,Product-E1,Home,5,positive,2022-03-19,42,Yes,350
R-043303,Product-C1,Books,4,positive,2023-08-07,8,Yes,258
R-043304,Product-D8,Electronics,2,negative,2022-09-09,17,No,139
R-043305,Product-D5,Software,5,positive,2023-07-03,27,Yes,221
R-043306,Product-C10,Home,4,positive,2023-04-10,22,Yes,291
R-043307,Product-B7,Home,5,positive,2023-07-03,2,Yes,316
R-043308,Product-C2,Home,5,positive,2023-12-19,32,Yes,88
R-043309,Product-B10,Software,5,positive,2024-02-01,24,Yes,160
R-043310,Product-D8,Electronics,3,neutral,2022-02-22,33,No,99
R-043311,Product-E3,Sports,4,positive,2024-12-04,15,No,492
R-043312,Product-E2,Electronics,2,negative,2022-04-17,30,Yes,189
R-043313,Product-A8,Sports,4,positive,2023-08-03,18,No,195
R-043314,Product-D2,Software,4,positive,2024-01-15,40,Yes,488
R-043315,Product-A2,Books,5,positive,2023-12-18,18,Yes,139
R-043316,Product-D3,Electronics,3,neutral,2022-02-05,22,No,388
R-043317,Product-C10,Books,1,negative,2024-05-11,21,No,89
R-043318,Product-E2,Software,4,positive,2022-05-03,14,Yes,135
R-043319,Product-E6,Books,4,positive,2024-11-23,45,Yes,60
R-043320,Product-D7,Books,5,positive,2022-05-09,21,Yes,233
R-043321,Product-D6,Electronics,4,positive,2024-02-21,32,Yes,155
R-043322,Product-D6,Software,4,positive,2022-04-18,19,Yes,105
R-043323,Product-A6,Sports,3,neutral,2023-04-02,22,No,150
R-043324,Product-C7,Books,2,negative,2023-07-23,10,Yes,239
R-043325,Product-A9,Books,5,positive,2024-09-07,15,No,146
R-043326,Product-D7,Home,5,positive,2024-01-22,32,Yes,439
R-043327,Product-D2,Electronics,5,positive,2023-09-14,15,Yes,249
R-043328,Product-C6,Books,5,positive,2024-09-21,19,Yes,108
R-043329,Product-D2,Sports,3,neutral,2023-08-21,45,Yes,143
R-043330,Product-D2,Software,5,positive,2024-03-20,39,No,56
R-043331,Product-B4,Electronics,5,positive,2024-02-19,24,No,491
R-043332,Product-D10,Home,5,positive,2023-06-13,50,Yes,273
R-043333,Product-D7,Software,3,neutral,2024-01-07,43,Yes,349
R-043334,Product-D6,Electronics,2,negative,2024-10-11,12,No,44
R-043335,Product-A8,Home,3,neutral,2024-12-17,21,Yes,138
R-043336,Product-E8,Books,1,negative,2023-03-23,37,Yes,438
R-043337,Product-D2,Software,3,neutral,2023-12-06,34,No,384
R-043338,Product-B1,Books,5,positive,2024-04-11,11,No,271
R-043339,Product-B10,Software,3,neutral,2023-02-26,16,Yes,341
R-043340,Product-D1,Software,5,positive,2024-01-13,21,Yes,145
R-043341,Product-D10,Sports,1,negative,2024-09-17,47,Yes,121
R-043342,Product-B8,Home,5,positive,2024-02-19,21,Yes,362
R-043343,Product-E6,Electronics,3,neutral,2024-01-07,20,Yes,115
R-043344,Product-D6,Sports,5,positive,2023-04-11,21,Yes,27
R-043345,Product-D3,Books,5,positive,2024-08-13,29,Yes,262
R-043346,Product-A3,Books,5,positive,2024-05-07,20,Yes,285
R-043347,Product-C3,Books,4,positive,2024-12-21,49,Yes,383
R-043348,Product-D10,Books,2,negative,2022-12-05,6,Yes,324
R-043349,Product-C7,Electronics,4,positive,2023-06-26,12,Yes,157
R-043350,Product-D10,Home,4,positive,2023-12-28,39,Yes,219
R-043351,Product-A5,Electronics,5,positive,2024-03-29,43,Yes,257
R-043352,Product-A7,Home,4,positive,2022-10-13,44,No,459
R-043353,Product-E8,Software,4,positive,2024-09-12,32,Yes,375
R-043354,Product-A10,Home,2,negative,2024-11-02,35,Yes,379
R-043355,Product-B10,Sports,4,positive,2024-10-08,47,Yes,418
R-043356,Product-C10,Electronics,5,positive,2024-05-18,12,Yes,410
R-043357,Product-E2,Sports,2,negative,2024-11-26,44,Yes,56
R-043358,Product-C9,Home,5,positive,2022-10-19,35,Yes,211
R-043359,Product-A10,Sports,5,positive,2022-12-30,3,No,69
R-043360,Product-D4,Books,3,neutral,2024-05-15,3,Yes,185
R-043361,Product-B5,Electronics,2,negative,2023-02-16,19,Yes,475
R-043362,Product-C8,Sports,2,negative,2024-05-16,8,Yes,404
R-043363,Product-A5,Home,5,positive,2024-06-24,34,Yes,130
R-043364,Product-E3,Software,5,positive,2023-09-17,48,Yes,108
R-043365,Product-C3,Software,5,positive,2023-11-24,15,Yes,407
R-043366,Product-C4,Software,3,neutral,2022-05-17,17,Yes,471
R-043367,Product-A4,Home,3,neutral,2024-02-09,46,No,389
R-043368,Product-A4,Sports,3,neutral,2022-09-03,40,Yes,110
R-043369,Product-E5,Electronics,5,positive,2022-02-25,39,No,99
R-043370,Product-C4,Electronics,5,positive,2024-08-19,28,No,249
R-043371,Product-A2,Software,2,negative,2024-08-26,30,Yes,250
R-043372,Product-B6,Electronics,5,positive,2024-05-06,21,No,224
R-043373,Product-C9,Home,4,positive,2024-02-19,31,Yes,435
R-043374,Product-C4,Books,4,positive,2024-12-15,45,Yes,414
R-043375,Product-A4,Books,5,positive,2023-05-31,11,Yes,292
R-043376,Product-C5,Sports,3,neutral,2022-08-30,29,Yes,114
R-043377,Product-C9,Software,4,positive,2023-04-21,0,Yes,232
R-043378,Product-D4,Sports,4,positive,2023-07-01,17,Yes,199
R-043379,Product-E6,Home,5,positive,2022-01-27,36,Yes,213
R-043380,Product-B3,Sports,3,neutral,2024-08-16,40,Yes,198
R-043381,Product-E2,Electronics,4,positive,2022-12-23,26,Yes,214
R-043382,Product-B3,Home,4,positive,2024-11-20,8,Yes,78
R-043383,Product-A3,Books,4,positive,2024-08-02,9,Yes,265
R-043384,Product-B7,Home,2,negative,2023-08-30,48,Yes,309
R-043385,Product-D2,Sports,4,positive,2024-05-02,34,Yes,439
R-043386,Product-C5,Books,4,positive,2022-05-19,43,Yes,412
R-043387,Product-C8,Electronics,4,positive,2024-11-19,10,Yes,237
R-043388,Product-B3,Software,3,neutral,2022-06-17,21,Yes,258
R-043389,Product-C6,Home,5,positive,2024-03-16,43,Yes,105
R-043390,Product-B10,Home,5,positive,2024-10-24,6,Yes,39
R-043391,Product-A4,Electronics,5,positive,2024-12-23,38,Yes,398
R-043392,Product-E4,Electronics,4,positive,2022-04-29,34,Yes,94
R-043393,Product-E6,Electronics,5,positive,2023-07-31,5,No,482
R-043394,Product-B8,Books,4,positive,2023-03-07,30,No,84
R-043395,Product-C1,Software,5,positive,2023-02-03,39,Yes,75
R-043396,Product-D3,Home,3,neutral,2024-10-02,43,Yes,88
R-043397,Product-D9,Electronics,5,positive,2023-12-14,46,Yes,200
R-043398,Product-B5,Home,5,positive,2023-09-01,22,Yes,480
R-043399,Product-B6,Software,4,positive,2022-06-14,22,Yes,475
R-043400,Product-D7,Electronics,4,positive,2022-01-01,29,No,310
R-043401,Product-E4,Software,5,positive,2023-04-04,8,Yes,367
R-043402,Product-B5,Electronics,4,positive,2022-08-05,47,Yes,347
R-043403,Product-B2,Sports,2,negative,2023-04-29,8,Yes,393
R-043404,Product-B2,Electronics,4,positive,2024-10-10,33,Yes,62
R-043405,Product-A5,Electronics,5,positive,2023-07-29,14,Yes,93
R-043406,Product-B7,Books,2,negative,2023-10-30,50,Yes,327
R-043407,Product-E6,Home,5,positive,2022-07-28,47,No,369
R-043408,Product-E6,Home,2,negative,2022-05-29,48,Yes,114
R-043409,Product-A7,Electronics,4,positive,2022-04-08,41,Yes,234
R-043410,Product-E1,Books,5,positive,2023-07-27,43,Yes,150
R-043411,Product-B1,Sports,5,positive,2023-06-11,32,Yes,213
R-043412,Product-B9,Electronics,3,neutral,2024-08-02,36,Yes,478
R-043413,Product-D8,Electronics,3,neutral,2023-08-07,40,Yes,216
R-043414,Product-E5,Sports,2,negative,2023-07-09,13,Yes,183
R-043415,Product-B3,Books,4,positive,2022-01-07,47,Yes,127
R-043416,Product-E9,Software,2,negative,2022-11-23,24,No,186
R-043417,Product-D9,Books,5,positive,2023-06-04,18,Yes,299
R-043418,Product-A1,Books,5,positive,2024-06-20,43,Yes,229
R-043419,Product-C7,Home,5,positive,2024-10-07,21,Yes,56
R-043420,Product-E7,Electronics,5,positive,2024-02-23,32,Yes,217
R-043421,Product-E5,Books,5,positive,2022-07-17,49,Yes,194
R-043422,Product-E5,Sports,5,positive,2023-12-12,26,Yes,410
R-043423,Product-E7,Electronics,5,positive,2024-02-03,25,No,102
R-043424,Product-B1,Software,5,positive,2024-08-17,16,Yes,242
R-043425,Product-D8,Electronics,4,positive,2023-04-18,27,Yes,400
R-043426,Product-D8,Sports,4,positive,2022-09-14,49,Yes,420
R-043427,Product-C2,Electronics,5,positive,2024-11-12,50,Yes,358
R-043428,Product-B10,Electronics,4,positive,2023-06-12,49,No,498
R-043429,Product-C9,Home,5,positive,2024-12-21,25,Yes,278
R-043430,Product-A9,Software,2,negative,2023-12-01,9,Yes,252
R-043431,Product-D1,Electronics,4,positive,2022-05-14,39,Yes,223
R-043432,Product-A9,Home,5,positive,2023-06-19,27,Yes,389
R-043433,Product-A4,Sports,4,positive,2024-10-27,37,Yes,80
R-043434,Product-D3,Home,3,neutral,2022-07-16,12,No,485
R-043435,Product-E1,Books,4,positive,2024-01-30,26,No,133
R-043436,Product-C5,Books,5,positive,2024-03-21,6,Yes,460
R-043437,Product-C9,Sports,3,neutral,2024-01-21,5,Yes,478
R-043438,Product-A4,Books,4,positive,2022-06-23,3,Yes,249
R-043439,Product-E8,Books,5,positive,2022-11-22,14,Yes,407
R-043440,Product-E3,Home,2,negative,2024-07-09,33,Yes,413
R-043441,Product-C3,Home,3,neutral,2022-05-27,47,Yes,449
R-043442,Product-B10,Sports,5,positive,2022-11-29,7,Yes,110
R-043443,Product-B5,Electronics,4,positive,2023-10-31,14,Yes,459
R-043444,Product-E10,Sports,5,positive,2024-01-31,50,Yes,127
R-043445,Product-C5,Home,4,positive,2022-02-28,17,Yes,248
R-043446,Product-A1,Software,3,neutral,2023-08-12,22,Yes,399
R-043447,Product-B5,Home,5,positive,2022-05-21,10,Yes,198
R-043448,Product-B3,Sports,5,positive,2023-03-19,34,Yes,441
R-043449,Product-C6,Software,4,positive,2022-01-19,10,Yes,266
R-043450,Product-E9,Software,5,positive,2024-06-20,22,No,288
R-043451,Product-C7,Sports,4,positive,2022-03-16,16,Yes,223
R-043452,Product-E7,Software,5,positive,2022-05-19,19,Yes,423
R-043453,Product-D10,Software,5,positive,2022-02-18,4,Yes,279
R-043454,Product-B10,Electronics,5,positive,2024-11-28,49,No,361
R-043455,Product-C10,Home,4,positive,2024-03-19,19,Yes,185
R-043456,Product-D9,Electronics,4,positive,2023-09-05,2,Yes,190
R-043457,Product-D5,Books,3,neutral,2023-02-16,50,Yes,123
R-043458,Product-B4,Home,5,positive,2022-03-09,17,Yes,189
R-043459,Product-A8,Books,5,positive,2024-10-26,27,Yes,319
R-043460,Product-D5,Software,2,negative,2024-10-21,35,Yes,160
R-043461,Product-E6,Sports,5,positive,2022-10-04,26,Yes,163
R-043462,Product-E4,Electronics,5,positive,2022-09-19,2,Yes,365
R-043463,Product-C4,Software,5,positive,2022-10-30,2,Yes,274
R-043464,Product-D3,Sports,5,positive,2024-01-17,34,Yes,52
R-043465,Product-A2,Home,5,positive,2022-12-19,31,Yes,299
R-043466,Product-E10,Electronics,5,positive,2022-02-04,16,No,197
R-043467,Product-B5,Home,4,positive,2023-02-19,22,Yes,258
R-043468,Product-B10,Sports,1,negative,2023-06-08,14,Yes,262
R-043469,Product-E10,Books,4,positive,2022-12-10,45,Yes,358
R-043470,Product-D3,Home,5,positive,2022-02-07,20,Yes,398
R-043471,Product-A8,Software,5,positive,2024-03-09,44,Yes,266
R-043472,Product-B3,Home,2,negative,2023-09-24,1,Yes,461
R-043473,Product-E5,Electronics,5,positive,2022-08-21,1,No,459
R-043474,Product-B7,Electronics,2,negative,2024-08-13,17,Yes,68
R-043475,Product-C5,Software,5,positive,2022-02-19,34,Yes,443
R-043476,Product-C10,Electronics,4,positive,2024-03-15,42,Yes,351
R-043477,Product-B5,Books,3,neutral,2024-12-23,41,Yes,87
R-043478,Product-B4,Electronics,5,positive,2024-02-10,11,Yes,477
R-043479,Product-B1,Sports,5,positive,2023-09-25,25,Yes,342
R-043480,Product-A6,Software,5,positive,2024-12-08,16,Yes,431
R-043481,Product-B5,Software,5,positive,2024-11-10,3,Yes,271
R-043482,Product-E9,Electronics,4,positive,2022-08-23,3,Yes,35
R-043483,Product-C5,Electronics,4,positive,2022-05-09,6,Yes,434
R-043484,Product-A3,Electronics,5,positive,2024-05-07,2,Yes,310
R-043485,Product-E8,Software,5,positive,2024-07-29,30,Yes,383
R-043486,Product-C10,Software,5,positive,2022-01-09,4,Yes,410
R-043487,Product-A1,Sports,3,neutral,2022-10-07,8,Yes,269
R-043488,Product-B2,Books,4,positive,2023-07-31,0,No,461
R-043489,Product-C9,Sports,3,neutral,2024-05-10,40,Yes,315
R-043490,Product-D7,Sports,5,positive,2023-02-02,6,Yes,372
R-043491,Product-C8,Sports,4,positive,2022-03-11,32,Yes,205
R-043492,Product-B7,Software,5,positive,2022-09-25,18,Yes,354
R-043493,Product-B5,Sports,4,positive,2024-11-29,6,Yes,91
R-043494,Product-B10,Software,5,positive,2023-11-18,17,Yes,114
R-043495,Product-D8,Home,3,neutral,2024-06-12,13,Yes,159
R-043496,Product-A6,Home,3,neutral,2022-10-21,43,Yes,401
R-043497,Product-D2,Home,5,positive,2023-01-30,41,Yes,174
R-043498,Product-D9,Books,5,positive,2023-03-25,16,Yes,260
R-043499,Product-B7,Software,4,positive,2023-07-06,36,No,294
R-043500,Product-B3,Home,4,positive,2024-06-01,28,Yes,482
R-043501,Product-B10,Sports,4,positive,2023-10-30,49,No,438
R-043502,Product-C8,Home,5,positive,2023-09-13,21,Yes,219
R-043503,Product-B3,Software,4,positive,2022-06-02,13,Yes,352
R-043504,Product-D5,Home,4,positive,2023-03-25,43,Yes,496
R-043505,Product-D4,Home,4,positive,2023-11-05,9,Yes,78
R-043506,Product-E4,Books,1,negative,2022-12-08,23,Yes,212
R-043507,Product-D4,Electronics,3,neutral,2024-04-15,29,No,460
R-043508,Product-C2,Electronics,5,positive,2024-08-07,0,Yes,326
R-043509,Product-C9,Software,2,negative,2023-11-07,13,Yes,194
R-043510,Product-A2,Books,5,positive,2024-01-26,7,Yes,316
R-043511,Product-A2,Electronics,4,positive,2023-07-21,27,Yes,246
R-043512,Product-D4,Electronics,5,positive,2024-10-26,42,Yes,228
